id,message,original,genre
13726,nnbrk it was south oh Metropolitan Region (kind of the state where Santiago is located) but was scary though,,social
13727,Another aftershock in Concepcion. It seems to be a long long day,,social
13728,"RT aribnews: CNN Chile reports: People in #Concepcion are evacuating to the highlands after 7,2 aftershock. Fear of #Tsunami. (via @ve ..",,social
13730,RT edroparrachile: Another aftershock in Concepcion. It seems to be a long long day,,social
13731,eadowlarksong I just learnt that it was 7.2 in other town 90 kms south from here. In Santiago it was only 6 but in the 8th floor it felt,,social
13732,All our hearts go out to everyone in Santiago.,,social
13733,BIEBERlandia yea but not in Santiago where i live! luckily,,social
13734,That was three in the last half hour a 7.2 and two 6 about 100K south from #santiago #chile,,social
13737,Santiago and USGS are Trending Topic just because the new earthquake in Chile,,social
13739,dude TT Chile Santiago LIBERTADOR O'HIGGINS President Pinera's chile for the win hahahah,,social
13741,"And the earthquakes keep coming--7.2 95 miles from Santiago, followed shortly by a 6.9. Yimes.",,social
13742,"ocket2007_ well the alert is not here, I'm in Santiago, that's 2 hours away from the coast, I'm just worried about what could happen",,social
13743,"Another quake this morning, 7.2 in Santiago. No damage in Valdivia. Getting used to it. Life goes on while the media creates fear.",,social
13745,FEniveL first 7.2 second 6.9 third 6.0 in the epicenter .so close of santiago!,,social
13746,"No cell phones service in Santiago now, nor local lines..my skype is at home so its twitter and facebook alone that once again save the day",,social
13747,"im in #santiago and the earth keep shaking, bt the earthquakes here are pieces of cake LOL",,social
13748,"Here in Santiago, everything's alright. Let's watch the news about the South and Coast..",,social
13749,"RT elezcnn: CNN Chile reports: People in #Concepcion are evacuating to the highlands after 7,2 aftershock. Fear of #Tsunami.",,social
13750,"RT ahoo: Happening Now: 7.2-Magnitude earthquake strikes Santiago, Chile. Visit Yahoo! News for updated coverage: http://bit.ly/aADTth",,social
13751,Santiago and Chile are TT :) the bad news is they are TT because of the earthquake :(,,social
13753,"Dj tsunami plays: Run to the Hills (live in Santiago de Chile, 2009).  http://blip.fm/~mnj90",,social
13754,"Aftershocks located 80 miles S of Valparaiso, NOT centered in Santiago, the city is biz as usual.",,social
13755,iopatito only understand Chile & Santiago xD ali say me she is OK. All it's Ok with the aftershocks :),,social
13756,"odricao to em santiago, aqui nao houve tanto panico, mas as pessoas se assustam. eu estava em um pr√©dio :-( #terremotochile",,social
13757,"three major aftershocks shook the ground here in santiago and the ground keeps moving from time to time , now i'm a little scared :(",,social
13758,atthewdball There was another about 2 hours from Santiago. It was strong but everyone is ok.. Thank you for your concern!,,social
13759,#Santiago Chile was the quake not #Santiago Dominican Republic.. No wonder it didn't wake me! Maybe my dream will b just that: a dream.,,social
13760,"_am_Chile Are you ok?? I just got access to internet! All fine, Santiago is shaken not stirred. Whereabouts are you today?",,social
13761,"Today strong aftershocks have hit the southern part of Chile, about two hours away from Santiago!",,social
13762,Monterey Bay: It¬ís Time to Work for Progress at the Grassroots Level (Santa Cruz) http://tinyurl.com/yegden2 #Jobs,,social
13763,earthquake today in SAntiago de Chile..this VIDEO shows the second..http://www.youtube.com/watch?v=WYZ5VYKpYbM,,social
13766,"Everything OK, here in Santiago. Certainly, we have respect for these aftershocks. Cheers to my friends of SpanishDict!",,social
13767,ikePortnoyDT lol did u felt the ones 6 hours ago? those were scary ! greetings from santiago itself,,social
13768,RT ikePortnoyDT: Just had our 4th aftershock of the day here in Santiago..totally scary stuff..cant wait to play the show and get th ..,,social
13770,RT ikePortnoyDT: Just had our 4th aftershock of the day here in Santiago. Cant wait to play the show and get the hell outta here! / LOL,,social
13773,Que sucede con la reposicion del agua en Concepcion y alrededores? Por que tanta tardanza? Inquiring minds want to know. :),,social
13774,Time to prepare my bag to go to Santiago.. tomorrow: Dream Theater!,,social
13775,RT ikePortnoyDT: Just had 4th aftershock of the day here Santiago. totally scary stuff. cant wait to play and get the hell outta here!!!!,,social
13776,Not very into SFAM yet. Mayb the fact a big Aftershock impacted Santiago when I was listening to it 4 the 1st time affected my opinion lol,,social
13778,Bye bye Puerto Montt. Say hello to F**k Santiago. What the heck?,,social
13780,RT ikePortnoyDT We came to Santiago to play for our great fans here..I'm sorry if the constant aftershocks http://tl.gd/fnpme,,social
13781,"ritneyspears How do you do that.. after the Earthquake in Chile I must wait a couple of months.. greetings from Santiago, Chile",,social
13782,crudess you are the most charm and charismatic DT member .. thanks for all your videos in Santiago.. and to talk with me twice,,social
13784,Boa noite.. Dake a poko to pegando a estrada.. vo p santiago conhecer E! &lt;3 *---*,,social
13785,"ukeEdgemon yes i live in santiago, here was 8,8¬∫ richter u.u and say it to your family thanks you for your support &lt;3",,social
13786,"Morning to all, starting now return to Santiago, hope way back less shaky than yesterday, want to be with my family. Sent from Blackberry",,social
13787,Coming to #Chile #Santiago?don't want to spend + than US17/day?looking for a quiet #hostel? visit Hostal de la Barra http://bit.ly/dBGj7e,,social
13788,haats_POF it is. Even im in Santiago all i can think about is the people in the south,,social
13789,More and more #Haitians in #Santiago D.R.. Common now to overhear different #Creole conversations in the aisles of any supermarket.,,social
13790,"Stoping in Talca for lunch, I've seen, pain, sorrow and devastation to last for whole life time, then about 3 hrs home. Sent form Blackberry",,social
13791,what the hell!!! i'm cold and it's summer!! in Santiago!! it's impossible to be cold,,social
13792,today a trip last minute..going to santiago,,social
13793,Since the Earthquake the Santiago Airport is still operating out of tents. http://bit.ly/dbfBUO,,social
13794,Today I'm going to Talca to see my cousins and then to help the victims of the earthquake in Concepcion 8),,social
13795,http://twitpic.com/184ywv - Waiting to enter into Concepcion,,social
13796,http://twitpic.com/184zzz - Delivering supplies to churches in Concepcion,,social
13798,"Entering Santiago now, even with its holes,breaks and cracks looks like paradise to me, thanks all for all yours msgs. Sent from Blackberry",,social
13799,In a military helicopter taking food supplies to people in countryside around Talca. I hear the theme from M.A.S.H. In my head,,social
13800,"Bem, se n√£o caiu nem um copo do bar eu ja to mais tranquilo. Arrumando a mala e rumo a Santiago! Mengo estou sempre contigo!!!",,social
13801,preperation for tomorrows wedding Santiago (@A1Photographer live at http://ustre.am/e4tW),,social
13802,tomorroy we go to Dichato..we go help to the people that need it..\nwe need that you pray for us.God gonna help and protect us ^_^,,social
13803,RT crudess: I want to thank my friends here in Santiago. You guys are incredible!! Stay well. See ya next time!!,,social
13804,"ikePortnoyDT Thanks for all, the day waiting for us, \nThe Spirit C.On make cry, my aunt loose everething in Dichato u.u thanks again !!",,social
13806,"waiting for the earthquakes to finally stop in santiago, chile",,social
13808,lkapranos santiago it's waiting for you and they too.. http://www.youtube.com/watch?v=6YaSelpP0Xw,,social
13809,"ereal_bars where do I find Pisco in Austin, TX? Think I need to go to Santiago for that :P",,social
13811,aneCentral A week from now we're going to make Santiago shake again in the pit. =),,social
13812,lkapranos Tonight is the night in Santiago! Counting the hours 4 the show to start. I'm pretty sure this will b an unforgettable night.,,social
13813,6 Mich. women honored for WWII pilot duty: Santa Cruz woman awarded Congressional Gold Medal for Women Air Force S.. http://bit.ly/cd9WEO,,social
13814,Pictures of 'Santiago All Stars **Song for Haiti ** ' are available @FELOBEY.COM Click http://tinyurl.com/yl2dzq2 to enjoy..,,social
13815,onasUpdates_ No. in Santiago no.. but the saturday There was a strong quake . and from the college we return to the house. :l,,social
13816,Santiago is blue but chilled. The sun has yet to find it's full strength and warm all houses and deptos. Sun glasses manditory.,,social
13817,"If you happen to be in Santiago Chile during the aftershocks, why not try some comfort food at my safe home?",,social
13818,"waiting for @_korpiklaani 's show tomorrow at Santiago, Chile  happy little, happy little, happy little boozer.. ",,social
13819,"arriving from a quick overview of the downtown of Concepcion. Situation is quite caothic, many houses down, also some buildings",,social
13820,Concepcion is quite similar to Condrieu-Crozes in the sense of a big river call Bio Bio with schistes ans granits mountains everywhere..,,social
13821,"limmby √© madrugada ! AUSHDUIAIUAS aah sakei qual eh! √© que eu to fazendo treinamento na facul impacta, Santa Cruz ai eu pensei que era la",,social
13826,"RT stro_Soichi: http://twitpic.com/18deq7 - Concepcion, Chile. Three weeks after the earthquake. http://myloc.me/4LRdv",,social
13827,"Fala meu povo rubro negro, ja to aqui em Santiago. Aqui ta tudo tranquilo, so algumas paradinhas interditadas. Ja tinha Flamengos no meu voo",,social
13829,"RT@ÔøºAstro_Soichi http://twitpic.com/18deq7 - Concepcion, Chile. Three weeks after the earthquake",,social
13830,RT lkapranos: Driving to gig in Santiago tonight. Just passed over a bridge buckled in last quake. Otherwise nothing unusual.,,social
13831,Dog of the day with BONUS! glimpse of Santiago (still standing) in background. http://brizzly.com/pic/1PQN,,social
13832,"http://twitpic.com/18el95 - Daughters's bedroom BEFORE the earthquake (Santiago, Chile)",,social
13833,Just added myself to the http://wefollow.com twitter directory under: #santiago_de_chile #tech #geek #technology #photographer #tango,,social
13834,"RT stro_Soichi http://twitpic.com/18deq7 - Concepcion, Chile. Three weeks after the earthquake.",,social
13835,lkapranos Thanks for tonight! It was FUCKING AMAZING!! Santiago Loves you!,,social
13836,"lkapranos Do u have any tickets to give away 4 ur concert in Santiago? Please, could I have one? Por favor? I wanna c u guys :)",,social
13837,uanedonecker Here is Santiago there are aftershocks all the time AND I can¬¥t stand it!!! there was one 10 minutes ago!! i¬¥M with insomnia,,social
13838,"Small part of me relieved to be out of quakey-shakey Santiago, big part me misses Chile and her people already (including @desi of course).",,social
13839,I go to Santiago ;) Bye I love you guys! ,,social
13840,#ThankYouMumFor allowing me to go to santiago to saw MJ exhibition!,,social
13843,"RT ASA: RT @Astro_Soichi: http://twitpic.com/18deq7 - Concepcion, Chile. Three weeks after the earthquake.",,social
13844,"RT stro_Soichi: http://twitpic.com/18deq7 - Concepcion, Chile. Three weeks after the earthquake. (via @NASA)",,social
13845,"Didn't see much damage of the earthquake in Santiago. Some minor damage to the ceiling of the airport, that's all what I noticed.",,social
13847,Running in Santiago.. Waiting for good news from Colombia!!,,social
13848,It seems the whole Santiago is in dark. A massive electric failure affects the city right now.,,social
13849,esi There was a quake close to Santiago not too long ago.,,social
13850,Um electricity where art thou in Santiago??,,social
13851,"blackout in chile. nearly the whole country. some parts of central santiago just came back online but many parts of the city, country not",,social
13852,santiago #chile 92% of the country without electricity,,social
13853,"santiago without lights is incredible. so many stars. Reminds of the night of the terremoto, hopefully without the looting, panic..",,social
